id,twitter_altmetric_id,posts:summary,sentiments
8218402,2610537,accord pew republuican better inform democrat glad kid also thi really glad,positive
8218403,2610537,accord study sieve along seine would net 27 ton float plastic debri per year,positive
8218404,2610537,acronym year,negative
8218405,2610537,acronym watch via,negative
8218407,2610537,acronym ur right rt unfortunate abbreviation copper nanotub,negative
8218408,2610537,acronym youre wrong,negative
8218409,2610537,acute effect high protein versu normal protein isocaloric meal satiety ghrelin protein satiety,neutral
8221702,2611095,adolescentsâ€™ intelligence relat family income,neutral
8221704,2611095,•°­¦®—•°®©¦¨“®æˆ¸¾ã¨snp €‚ genome wide association study mathematical ability reveal association chromosome 3q29â€¦,neutral
8264809,2618090,• ° åãƒ »§åçš  ªå • eœœ§§ £  ± ºèƒ½åš  «  ‰ ãœã  € § · ® ¯ €  ÿæ» ãƒ¬ãƒ ™ ãƒ « ®¸šæ ‡  €  • ™ è²ç °  ¢ ƒã «  šã   € § · ® œå °  ªã      •  ï¼ã    ¯¶¤ ±  ™  ï¼ ‰  €  ¨  † 300äººè ¨¡ ®  ªÿ » ®  æžœã €  ¾ã  ãšãƒã  †       €       ãã   € r5f1llxj5x,neutral
8264810,2618090,‰ ¿ ‰ ï¼ ‰  ï¼ÿ,neutral
8264811,2618090,ãƒ¬ãƒ¼ãƒ´ãƒ³æ¼¸€²çš„ãƒžãƒˆãƒªãƒƒã‚¯‚¹ã®å¾—‚¹ã¨„³æ§‹€ ®–¢¿‚¯”·¥³ã§•°ãªã‚‹€‚femal mal rely different cortical region ravenâ€™ matric reason €¦,neutral
8264812,2618090,¨ ad ad ad ‰ ‰ rc rc rc ¨ ¨ rc rc rc rc rc rc rc,neutral
8297096,2623999,after nih bd2k workshop standard jamia piece  sea standard omic data sink swim,neutral
8297099,2623999,ahem rude science the cunt energetically stable observ experimentally rt,negative
8297100,2623999,alright pack copper nanotub,negative
8297101,2623999,alteration postprandial glucose insulin concentration meal frequency composition,neutral
8516858,2667892,alteration postprandial glucose insulin concentration meal frequency composition,neutral
8516861,2667892,although high fiber diet produc equal weight los low carb diet 16wk bean eater likely regain,positive
8516862,2667892,high consumption insoluble fiber deal metabolic syndrome hypertension improve lipid profile,positive
8516864,2667892,alway check acronym scientific paper via,negative
8516867,2667892,alway check acronym native speaker,negative
8516869,2667892,am  clin nutri 2014 study confirm low glycaemic index gi diet assist weight los insulin sensitivity,positive
8516870,2667892,amaz reviewer paper didnâ€™ warn author acronym might cause offence veryrudeword,negative
8516873,2667892,amen crashdiet rt any diet help lose weight help find health,negative
8516874,2667892,amount distribution neustonic micro plastic western sardinian coast mediterraneansea marinedebri,neutral
8711821,2701676,amount distribution neustonic micro plastic western sardinian coast mediterraneansea marinedebri,neutral
8711827,2701676,amount type derelict gear declin black pearl oyster aquaculture ahe atoll lagoon marinedebri,neutral
8711839,2701676,an abbreviation copper nano tub say what could possibly go wrong €,negative
8711840,2701676,an evaluative baseline geo semantic relatednes similarity springer geo similarity via,positive
8711841,2701676,an evaluative baseline geo semantic relatednes similarity,positive
8711842,2701676,an expert system hybrid architecture support experiment management expertsystem bioinformatic openacces,positive
8711843,2701676,an important assumption behavioral genetic twin studi often violat result bia likely modest,positive
8711846,2701676,an interest acronym found way paper springerlink,negative
8711848,2701676,an oldie goodie €  chinese paper fail attempt abbreviate copper nanotub english,negative
8711849,2701676,an ontology bas framework domain specific model dsl owl semweb sosym softeng,neutral
8711850,2701676,an ontology bas framework domain specific model springerlink,neutral
8711853,2701676,analy av predim  high dietary gi increas total mortality population high cardiovascular risk,neutral
8711855,2701676,analysi floatingdebri behaviour nakdongriver basin southern korean peninsula us satellite,neutral
8711864,2701676,analysi float debri behaviour nakdong river basin southern korean peninsula us satellite,neutral
8711873,2701676,smart enough charge 35 affirm on prior € wonkgap republican smarter science,negative
8711874,2701676,and why friend alway native english speaker proofread paper gloriousacronym,negative
8711875,2701676,and award worst acronym scientific literature go to,negative
8711876,2701676,annotation biomedical imag figure caption radlex vocabulari,neutral
8711879,2701676,annotation figur biomedical imag literature radlex radiology,neutral
8711880,2701676,annual variation neustonic micro meso plastic particl zooplankton bay calvi marinedebri,neutral
8711881,2701676,annual variation neustonic micro meso plastic particl zooplankton bay calvi marinelitter,neutral
8711896,2701676,another popular myth bust deliberate practice  tak become expert,negative
8711897,2701676,another sport supplement provid health implication adhd,positive
8711898,2701676,another study show lowcarb effective type  diabet low fat,positive
8711899,2701676,anthropogenic litter urban freshwater ecosystem distribution microbial interaction marinedebri,neutral
8711905,2701676,any diet help lose weight help find health,positive
8711913,2701676,apparent relation iq mortality may due clas ethnicity differenc item respons,positive
8711915,2701676,apparently  chilidish snigger said so,negative
8711917,2701676,appetite control biomarker satiety wi am  clin nutr 2014 pubm ncbi,neutral
8711919,2701676,appetite control biomarker satiety vegetarian soy meat bas high protein diet weight los,neutral
8711920,2701676,appetite control biomarker satiety vegetarian soy meat bas high protein diet weight lossâ€¦,neutral
8711921,2701676,are cognitive gender diff decreas function increas gender equality,neutral
8711922,2701676,are intelligent people healthier gen take better care themselv kanazawa say latter,neutral
8711923,2701676,are pbd indicator plastic ingestion fish,neutral
8711924,2701676,around half individual differenc intelligence stable acros human life course,neutral
8711925,2701676,white rice  whole grain  whole grain legum overweight patient whole grain legum follow integral,neutral
8949134,2748925,article from container content context the chang role librari escience escholarship,neutral
9072501,2776208,artificial neural network model time seri beach litter southern north sea marinedebri,neutral
9072509,2776208,scientist political  strongly disagree dem les cognitive ability,negative
9072510,2776208,assessment float plastic debri surface water along seine river marinelitter france,neutral
9072521,2776208,assimilation polybrominat diphenyl ether microplastic marine amphipod allorchest compressa,neutral
9072525,2776208,assimilation polybrominat diphenyl ether microplastic marine amphipod,neutral
9072526,2776208,association statin use serum cholesterol modifi whole grain consumption ajcn,neutral
9072528,2776208,automatic classification epilepsy typ us ontology bas genetic bas machine learn,neutral
9072529,2776208,awesome anucrawfordphd academic skill advisor show value prof staff amp article publish semanticweb web3,positive
9072530,2776208,low iq higher obesity childhood modifi,neutral
9072533,2776208,base schoolboy humour for science ht fb,negative
9072534,2776208,bas large community cohort overall relationship protein type major dietary protein sourc,positive
9072535,2776208,bean rich diet produc equivalent weight los moderate low carb diet neither diet restrict kcal deliberately,positive
9072539,2776208,becom expert practice practice practice important it,positive
9072541,2776208,best argument ever hir native speaker science editor mt  unfortunate scientific acronym,negative
9072545,2776208,best scientific abstract ever springerlink paper journal nanotub,negative
9072546,2776208,better verbal development childhood predict greater alcohol involvement adolescence relat peer drink,positive
9072549,2776208,beyond 100 hour researcher argue deliberate practice sufficiently explain expert performance,positive
9072550,2776208,big data application government sector bigdata datascience acm,positive
9072552,2776208,bioplastic vegetable waste,negative
9072553,2776208,breakdown interference rul azulene molecule interfer nanoparticl,neutral
9072554,2776208,break force conductance gold nanojunction effect humidity chemicalphysic,neutral
9072555,2776208,brede tool federat online neuroinformatic databas print publish,positive
9072557,2776208,brilliant € oh dear the difficulti find scientific abbreviation work languag,negative
9072558,2776208,but many funny sentenc mt  chinese science paper abbreviat copper nanotub english €¦,neutral
9072559,2776208,ÿæ» çš¶æ³  œè ‰ ¯   €  • ™ è²æ © ÿä¼šã ® € § · ® œå °  ªã  ¨ ¥ ³æ € ​​§¯¯ ·  € §ããšãã¨ãƒ ã½ãƒ¼ãƒ ‰ ¨ ± † ¶ œå¾  amp numeracyã ãã ¯ € § · ® œæ¸  °   € « ãƒ † ããƒªãƒ¼æμ æš ¢  € § § ¯ € € §® œæ¶¤ ±  ™   € the chang face cognitive gender  €,neutral
9072561,2776208,calculat structural complexity phylogeni us ancestral ontologi,neutral
9072562,2776208,canola oil link improv glucose control type  diabet,positive
9072563,2776208,canolaoilse rapelow gi diet benefit chd risk t2 diabet peanut oil also fit pattern 78 unsaturat,positive
9072564,2776208,carb intake associat metabolic syndrome korean population though single 24hr diet recall us,positive
9072571,2776208,carbohydrate amp refin grain consumption associat metabolic syndrome korean adult nsng tpmc,neutral
9072587,2776208,carbon nanotube acronym new paper  dar say least,negative
9072595,2776208,carbon nanotub abbreviate cnt could possibly go wrong make copper nanotub via,negative
9072596,2776208,careful acronym energetic electronic properti chiral single wall copper nanotub cunt,negative
9072597,2776208,cellfinder cell data repository for gene expression imag data,neutral
9146016,2793695,cellfinder cell data repository cellfinder comprehensive one stop resource for,positive
9146017,2793695,cellfinder cell data repository,neutral
9146019,2793695,cellfinder cell data repository cellfinder comprehensive one stop nar,positive
9146020,2793695,keto overweight people it increas oxidation fat affect long term sport performance,neutral
9146021,2793695,chang word usage frequency may hamper intergenerational comparison vocabulary skill,neutral
9146022,2793695,chang face cognitive gender differenc europe increase decrease abolish vari diff cog function,neutral
9146024,2793695,chang face cognitive gender diff europe,neutral
9146030,2793695,charge transport acros insulat self assembl monolayer non equilibrium approach compchem,neutral
9146031,2793695,charge transport monolayer mirjani whitesid ampratner psw nano,neutral
9212944,2806547,charge transport monolayer mirjani whitesid ampratner psw nano,neutral
9212945,2806547,check apronym publish the cunt energetically stable observ experimentally,negative
9212946,2806547,chelsea rochman film recently releas scientific review south atlantic gyre plasticpollution,neutral
9265250,2814864,chelsea rochman film recently releas scientific review south atlantic gyre plasticpollution,neutral
9265251,2814864,the chinese know shorten,negative
9265252,2814864,childhood verbal development amp drink behavior adolescence young adulthood discordant twin pair analysi,negative
9265253,2814864,childhood verbal development amp drink behavior adolescence young adulthooda discordant twin pair analysi,neutral
9265254,2814864,childhood verbal development drink behavior adolescence young adulthood,neutral
9265255,2814864,children suffer adhd may experience improvement supplement phosphatidylserine,positive
9265256,2814864,chinese physicist chemist unfortunate way abbreviat copper nanotub amp,negative
9324961,2825810,chinese scientist properly investigate cunt it time,negative
9324962,2825810,cholesterol induc inflammation macrophage accumulation adi pubm ncbi,neutral
9324965,2825810,cholesterol induc inflammation adipose tissue reduc low carbohydrate diet guinea pig,neutral
9324966,2825810,cholesterol lower effect oat beta glucan meta analysi randomiz controll trial,neutral
9324970,2825810,cholesterol lower effect oat î² glucan meta analysi randomiz controll trial,neutral
9324974,2825810,cholesterol lower effect oat î² glucan meta analysi randomiz controll trial open acces,neutral
9324975,2825810,cholesterol lower effect oat î² glucan meta analysi randomiz controll trial conclusion,neutral
9324976,2825810,city paper live ontological realism classification structur concept gene ontol openacces,positive
9324977,2825810,classic rt oh dear the difficulti find scientific abbreviation work languag,negative
9324978,2825810,cognitive abiliti amongst sã¡mi population elijah michael woodley younger amp  lynn,neutral
9398319,2848061,cognitive abiliti elite nationally rank scrabble crossword expert scrabble crossword,neutral
9756374,2914554,cognitive ability party identity unit stat €” sciencedirect,neutral
9756375,2914554,cognitive ability party identity unit stat,neutral
10332247,3020401,cognitive behavioral game design model design seriou gam aklavya seriou game,positive
12538169,3899460,cognitive function among ainu people,neutral
12538171,3899460,collaborative ontology development geoscienc kalbasi 2013 transaction gi wiley online library,positive
14721945,4301392,combin dyslipidemia obese children response focus lifestyle approach,neutral
14721946,4301392,commercial weightlos plan effective lifestylechange controll diabet,positive
14721947,4301392,how management adult diabetic nutrition be accord expert,neutral
14721948,4301392,comparative effect whey casein prote eur  clin nutr 2014 pubm ncbi,neutral
14721949,4301392,comparative effect whey casein protein satiety overweight obese individual,neutral
14721951,4301392,comparative effect whey casein protein satiety overweight obese individual an rct,neutral
16387357,4578379,comparative effect whey casein protein satiety overweight obese individual,neutral
16918616,4659178,comparative effect whey casein protein satiety overweight obese individual,neutral
1307025,1307025,comparative effect whey casein protein satiety overweight obese individual,neutral
1307025,1307025,comparative whey  casein protein satiety overweight obese individual randomiz controll trial,positive
1307025,1307025,comparison distribution degradation plastic debri along shorelin great lak north america,neutral
1307025,1307025,conclusion bas large community cohort found overall relationship protein type major,positive
1307025,1307025,concurrent conductance transition voltage spectroscopy study scann tunnel microscopy vacuum,neutral
1307025,1307025,congratulation finally gett paper publish scientific journal,positive
1307025,1307025,consanguinity cognition quite shock least me see mean effect iq children famili,positive
1307025,1307025,consumption brown rice  white help reduce 24  gluc fast insulin response among overwt asian indian,positive
1307025,1307025,contain coarse language rt alway check acronym scientific paper via,negative
1307025,1307025,contrast lexical similarity formal definition snom ct consistency implication,neutral
1307025,1307025,contribution intelligence health inequaliti overestimat due measurement confound via sdoh,positive
1307025,1307025,convergent innovation affordable nutrition health health care the global pulse roadmap,neutral
1307025,1307025,convergent innovation affordable nutrition health health care global pulse roadmap,neutral
1307025,1307025,convergent innovation affordable nutrition health health care global pulse roadmap the paper,neutral
1307025,1307025,copper chemical code cu nanotub remarkable acronym,negative
1307025,1307025,copper nano tub acronymfail,negative
1307025,1307025,copper nanotub strike back rt unfortunate abbreviation copper nanotub,negative
1421664,1421664,copper nanotub strike back rt unfortunate abbreviation copper nanotub,negative
1421664,1421664,copper nanotub if term appear often paper youd want abbreviate via,negative
1421664,1421664,copper nanotub no snigger back now,negative
1421664,1421664,copper nanotub oh dear oh dear oh dear oh dear,negative
1421664,1421664,copper nanotub one tim go chemistry abbreviation ht,negative
1421664,1421664,correction unfortunate choice abbreviation copper nanotub here €¦  apologise advance ht,negative
1421664,1421664,counterpoint deliberate practice age old nature  nurture med thx,negative
1421664,1421664,crikey € carbon nanotube acronym new paper  dar say least,negative
1421664,1421664,cultivar differenc antifungal activity resistance postharvest anthracnose stem end rot mango,neutral
1421664,1421664,the republic bit smarter liberal caus intelligence increas voice increas voice becom high voice,positive
1421664,1421664,cunt copper nanotub,negative
1421664,1421664,cunt sale get cunt here,negative
1421664,1421664,cunt often differ flow rat,negative
1421664,1421664,current pattern orbital magnetism mesoscopic dc transport author michael walz jan wilhelm fer,neutral
1421664,1421664,cyt cholesterol induc inflammation macrophage accumulation adipose tissue reduc lowâ€¦,neutral
1421664,1421664,da electrostatic control thermoelectricity molecular junction,neutral
1421664,1421664,damn really unfortunate abstract,negative
1421664,1421664,that damage litter cost lot money know south korea 29 37 million damage tourism,positive
1421664,1421664,decrease dietary carbohydrate consumption 1991 2008 framingham heart study offspr cohort,positive
1421664,1421664,decreas dietary carbohydrate consumption 1991 2008 framingham heart study offspr cohort,positive
1421664,1421664,deepwater marinelitter densiti composition submersible video transect around abc island caribbean,neutral
1421664,1421664,deepwater marine litter densiti composition submersible video transect around abc island caribbean,neutral
1421664,1421664,define trump rt high fibre diet trump low carbohydrate diet obesity,neutral
1421664,1421664,definitely dont think check acronym us meant english awkward,negative
1421664,1421664,deliberate practice  tak become expert,neutral
1421664,1421664,deliberate practice  tak become expert no accord recent study psychological sci,neutral
1421664,1421664,deliberate practice  tak become expertã€€,neutral
1421664,1421664,you probably probably wonder thi why found highest iq get nobel prize winner,neutral
1421664,1421664,thi little abstract fun non scientific level,negative
1421664,1421664,type  diabet the greater hc consumption higher hba1c greater reduction these lower hba1c,positive
1513698,1513698,type  diabet the greater hc consumption higher hba1c greater reduction these lower hba1c,positive
1513698,1513698,did no one notice thi no good acronym copper nanotub,negative
1513698,1513698,diet rich fiber amp bean good low carbohydrate diet weight los better risk factor,positive
1513698,1513698,vegetarian diet effective omnivorou satiety weight los,positive
1606628,1606628,vegetarian diet effective omnivorou satiety weight los,positive
1606628,1606628,dietary protein intake coronary heart disease  plo one 2014 pubm ncbi,positive
1606628,1606628,difference cognition men women caus and alleviat inequality education,positive
1606628,1606628,differenc intelligence ethnic minoriti han china lynn amp cheng intelligence sept oct 2014,neutral
1682536,1682536,differenc intelligence ethnic minoriti han china lynn amp cheng intelligence sept oct 2014,neutral
1682536,1682536,differenc read skill kid mainly genetic,positive
1788473,1788473,differenc read skill kid mainly genetic,positive
1788473,1788473,different protein typ second meal postprandial glycaemia normal weight normoglycemic subject,neutral
1850158,1850158,different typ standard different context level data rul interpretation gcds2014,positive
1850158,1850158,differential measurement error viq socioeconomic statu,positive
1850158,1850158,difficulty find new scientific acronym via,negative
1850158,1850158,diff microcephalin strongly predict cros population diff iq even correction confounder n59,positive
1850158,1850158,diogen trial high protein diet low glycemic diet prevent weight regain,positive
1978240,1978240,diogen trial high protein diet low glycemic diet prevent weight regain,positive
1996248,1996248,diogen trial high protein diet low glycemic diet prevent weight regain,positive
1996248,1996248,direct transformation edible vegetable waste bioplastic,neutral
1996248,1996248,direct transformation edible vegetable waste bioplastic para,neutral
1996248,1996248,disposable disposable say occurrencedistribution microplastic sediment norderney,neutral
1996248,1996248,distribution pattern microplastic within plankton tropical estuary marinedebri marinelitter,neutral
2065175,2065175,distribution pattern microplastic within plankton tropical estuary marinedebri marinelitter,neutral
2071494,2071494,distribution pattern microplastic within plankton tropical estuary marinedebri marinelitter,neutral
2071494,2071494,thi emphasiz lose weight everywhere mean good health,negative
2071494,2071494,ditto mt review long range electron tunnel bio two smartest ppl  know,positive
2071494,2071494,diversity structure microbial biofilm marine plastic northern european water microbiology,neutral
2071494,2071494,dna evidence strong genetic stability increas heritability intelligence age  12 caution,positive
2088632,2088632,dna evidence strong genetic stability increas heritability intelligence age  12 caution,positive
2088632,2088632,dna evidence strong genetic stability increas heritability intelligence age  12,neutral
2088632,2088632,dna evidence strong genetic stability increas heritability intelligence age  12 oa,neutral
2088632,2088632,do mal femal use different approach solve ravenâ€™ matric spatial problem ht,positive
2088632,2088632,do eat lentil they might help lower blood pressure hypertension nutrition,positive
2088632,2088632,document density subtidal marine debri acros multiple marine amp coastal habitat rt,neutral
2088632,2088632,document density subtidal marine debri acros multiple marine coastal habitat marinelitter,neutral
2088632,2088632,document density subtidal marine debri acros multiple marine coastal habitat,neutral
2088632,2088632,do acronym show scietist sense humour,negative
2088632,2088632,because plasticsoep small island south korea 63 fewer tourist 37 million les income,positive
2088632,2088632,duan et al naturally win award best science acronym year,positive
2088632,2088632,dyadic brain model,neutral
2088632,2088632,¦ªæ—¨®€§äº¤‹‚‰”ÿã¾ã‚œãÿå­¯ ­œæ‚ªã„€‚estimat inbreed depression cognitive behavior  population bas study child €¦,neutral
2088632,2088632,¤ ‡  • °  ®  © ¶ãƒ ‡ ãƒ¼ã¿ ãã ¾ã ¨  § £ æž  € is« ¿ãƒ³ãƒã¯ £ ÿã § ¯ ™  € šé £   «ãƒãƒªãƒ¼ã ¯ œã  ¨¯ ¼ƒã   £ ÿå¾œã ® € ¹æ ÿã œé«   € 3æ ™  å¾œã ® ° ãƒ¬ãƒªãƒ³³ æé £ ÿä¿ € ²ãƒ ãƒ «ãƒ ¢ ãƒ³  € ¤ œä½žã  €  ¥ åº · ãƒ € ¤¨ãƒƒãƒ,neutral
2095089,2095089,¸ ¥ ìœ¼ë¡ ìž¬ëš ¥   ¹ë³μí •  ìžëš § €  œï  °  • ¹¹  •  œì§ € ™  ° € ¨ €  • ​​ëš ìž  £ œë ¤ ¬ ¬¸ ° ìžêμ °  ¸ ¥ ìœ¼ë¡ ìž¬ëš ¥   · ¹ë³μí • ¸ °   μë ¤ëš ¸ ° ¬¬ ìœœì²ê ° €  ¤  • ëêê €  •  ƒê œè ¶ ¤  ¼ëž €   € ¸ćÿ¬ ± ° §§  ± °  http tcohpsvmzf6ye,neutral
2095089,2095089,it ¢  ™ ½ã  †  ªã ® § ƒè «  ‡ ãèªã  § ¿ ÿã ‰  € ¨äº  œå¤§  •   §  ÿã €  co ioxmmzwjr4ã €€ rt  € œœç · ¿ ¯ ™   ® §  €  ÿã ¾ãœã ¤  ® ‰ èƒ½ã œã ªã ãœã °  ¥ ½å ™ ¨ ãƒ §ã¹ã ®¸šé   ¯ ™ ™ tcodkvhl0q4g,neutral
2131436,2131436,it ¢  ™ ½ã  †  ªã ® § ƒè «  ‡ ãèªã  § ¿ ÿã ‰  € ¨äº  œå¤§  •   §  ÿã €  co ioxmmzwjr4ã €€ rt  € œœç · ¿ ¯ ™   ® §  €  ÿã ¾ãœã ¤  ® ‰ èƒ½ã œã ªã ãœã °  ¥ ½å ™ ¨ ãƒ §ã¹ã ®¸šé   ¯ ™ ™ tcodkvhl0q4g,neutral
2168325,2168325,it ¢  ™ ½ã  †  ªã ® § ƒè «  ‡ ãèªã  § ¿ ÿã ‰  € ¨äº  œå¤§  •   §  ÿã €  co ioxmmzwjr4ã €€ rt  € œœç · ¿ ¯ ™   ® §  €  ÿã ¾ãœã ¤  ® ‰ èƒ½ã œã ªã ãœã °  ¥ ½å ™ ¨ ãƒ §ã¹ã ®¸šé   ¯ ™ ™ tcodkvhl0q4g,neutral
2180003,2180003,it ¢  ™ ½ã  †  ªã ® § ƒè «  ‡ ãèªã  § ¿ ÿã ‰  € ¨äº  œå¤§  •   §  ÿã €  co ioxmmzwjr4ã €€ rt  € œœç · ¿ ¯ ™   ® §  €  ÿã ¾ãœã ¤  ® ‰ èƒ½ã œã ªã ãœã °  ¥ ½å ™ ¨ ãƒ §ã¹ã ®¸šé   ¯ ™ ™ tcodkvhl0q4g,neutral
2191293,2191293,it ¢  ™ ½ã  †  ªã ® § ƒè «  ‡ ãèªã  § ¿ ÿã ‰  € ¨äº  œå¤§  •   §  ÿã €  co ioxmmzwjr4ã €€ rt  € œœç · ¿ ¯ ™   ® §  €  ÿã ¾ãœã ¤  ® ‰ èƒ½ã œã ªã ãœã °  ¥ ½å ™ ¨ ãƒ §ã¹ã ®¸šé   ¯ ™ ™ tcodkvhl0q4g,neutral
2200871,2200871,èª çÿ ¥ èƒ½åš  œ1sdå † «  ¨ €  ãœã   žå ¥  †  †  ® ¬²ã œ5 ä½žä¸   € å¹³å ‡ å¹å žã  3500å ¢ åš  ™   € èª çÿ ¥ èƒ½åš  œé « äººã ¯çμœæ¸çš  åšÿãé  § ¯ ªã åšªåš  ®çμ æžœã   € ƒã  å¾å  œå¼ ·   € cognitive ability  €,neutral
2223908,2223908,èª çÿ ¥ èƒ½åš  œ1sdå † «  ¨ €  ãœã   žå ¥  †  †  ® ¬²ã œ5 ä½žä¸   € å¹³å ‡ å¹å žã  3500å ¢ åš  ™   € èª çÿ ¥ èƒ½åš  œé « äººã ¯çμœæ¸çš  åšÿãé  § ¯ ªã åšªåš  ®çμ æžœã   € ƒã  å¾å  œå¼ ·   € cognitive ability  €,neutral
2223908,2223908,eat oatmeal lower cholesterol  packet effective amount soluable oat fiber,positive
2223908,2223908,eat high gi food increase risk dy early,positive
2223908,2223908,ebi rdf provide biological entiti biohack14,positive
2223908,2223908,ebi rdf platform bioinformatic paper advanc acces out ebirdf rdf emblebi linkeddata,positive
2223908,2223908,effect lower glycemic load canola oil glycemic control cardiovascular risk  €,neutral
2223908,2223908,effect lowfat lowcarbohydrate weight los diet marker cardiovascular risk among premenopausal women,neutral
2223908,2223908,effect low fat low carbohydrate weight los diet marker cardiovascular risk among premenopausal women,neutral
2223908,2223908,effect low fat low carbohydrate weight los diet marker cardiovascular risk among premenopausal,neutral
2223908,2223908,effect low fat low carbohydrate weight los diet marker cardiovascular risk new randomiz trial,neutral
2223908,2223908,effect low starchlow dairy diet fat oxidation overweight obese women diet health food,neutral
2223908,2223908,effect low starchlow dairy diet fat oxidation overweight obese women polycystic ovary syndrome,neutral
2223908,2223908,effect of different protein typ on second meal postprandial glycaemia,neutral
2223908,2223908,effect glycaemic index body weight insulin inflammatory marker rct,positive
2223908,2223908,effect glycemic index diet wt los satiety inflammation amp metabolic risk factor random control trial,neutral
2223908,2223908,effect lower glycemic load with canola oil glycemic control cardiovascular risk,neutral
2223908,2223908,effect lower glycemic load with canola oil glycemic control cardiovascular risk factor,neutral
2223908,2223908,effect lower glycemic load with canola oil glycemic control cardiovascular risk factor rct,neutral
2223908,2223908,effect lower glycemic loadwith canola oil,neutral
2223908,2223908,effect glycemic index diet weight los modulation satiety inflammation metabolicâ€¦,neutral
2223908,2223908,effect glycemic index diet weight los satiety inflammation amp metabolic risk factor,neutral
2223908,2223908,effect whole grain maize flour source resistant starch blood glucose satiety food intake,neutral
2223908,2223908,electrochemical control single molecule conductance fermi level tun conjugation switch,neutral
2223908,2223908,electrochemical setup unique chance simultaneously control orbital energi vibrational proper,neutral
2223908,2223908,electron transport properti diarylethene photoswitch simplifi negf dft approach,neutral
2223908,2223908,electronic structural properti ultrathin tungsten nanowir nanotub den via,neutral
2223908,2223908,electronic transport via protein,neutral
2223908,2223908,electron vibration interaction presence switchable kondo resonance realiz molecular junction,neutral
2223908,2223908,in european journal nutrition july 2013 dan yang liu zhihong say protein satiate,positive
2223908,2223908,in europe finn highest iq high pisa score low number nobel prize winner why,positive
2223908,2223908,new study show genetic differenc population large extent seem mean state resourc iq svpol,positive
2223908,2223908,enhanc desorption persistent organic pollutant microplastic simulat physiological condition,neutral
2223908,2223908,enhanc noise high bia atomic scale au break junction,neutral
2223908,2223908,erk effect inbreed children iq,neutral
2236185,2236185,erk effect inbreed children iq,neutral
2236185,2236185,estimat inbreed depression cognitive behavior  population bas study child cohort,neutral
2236185,2236185,estimation lost tourism revenue geoje island 2011 marine debri pollution event south korea,neutral
2252242,2252242,estimation lost tourism revenue geoje island 2011 marine debri pollution event south korea,neutral
2253842,2253842,estimation lost tourism revenue geoje island 2011 marine debri pollution event south korea,neutral
2260684,2260684,estimation lost tourism revenue geoje island 2011 marine debri pollution event south korea,neutral
2300745,2300745,estimation lost tourism revenue geoje island 2011 marine debri pollution event south korea,neutral
2300745,2300745,estimation annual flow stock marine debri south korea management purpos marinelitter,neutral
2300745,2300745,study find equal animal vegetable protein weight los men,positive
2300745,2300745,one year low carb exercise healthy effective new major study,positive
2300745,2300745,evaluat correspondence different cognitive batteri intelligence psychometric assessment,neutral
2300745,2300745,even within top 001 wealth ability †’ succes,positive
2300745,2300745,ever wonder elite scrabble player rest  dont now find out,positive
2300745,2300745,everyth  try say chinese turn swear word  think karma via,negative
2300745,2300745,everyth that wrong  science participant given low gl diet canola oil enrich bread supplement,negative
2300745,2300745,excerpt frm physic paper copper nanotub cunt   cunt energetically stable accidental abbrev,neutral
2300745,2300745,excit challeng study real question remain pre birth factor affect turnout,neutral
2322379,2322379,excit research emerg phosphatidylserine adhd,positive
2322379,2322379,expert 100 hour maybe not,neutral
2322379,2322379,expert  novice differenc detection relevant information ches game evide,neutral
2322379,2322379,expert  novice differenc detection relevant information ches game eviden psychology,neutral
2322379,2322379,expert  novice differenc detection relevant information ches game evidence eye move,neutral
2322379,2322379,expertise deliberate practice  innate ability ches music  intell,positive
2322379,2322379,exploit semantic linkag among multiple sourc semantic information retrieval,neutral
2322379,2322379,extend phenotype gt niche creation gt iq h2 amp age gt ge corrn intergenerl plomin 2013,neutral
2322379,2322379,the first evidence smallest organism ocean eat micro plastic drabbar next level chain plastriot,positive
2322379,2322379,fabrication reproducible integration compatible hybrid molecularsi electronic,neutral
2322379,2322379,fantastic rt well else would abbreviate copper nanotub via,negative
2322379,2322379,fat good low glycemic index diet canola oil lower blood sugar people wdiabet  low fat low gi diet,positive
2322379,2322379,fermi level pinn orbital polarization effect molecular junction the role metal induc gap stat,neutral
2322379,2322379,fibre intake reduc risk type  diabet €“ higher fibre particularly cereal fibre lower risk,positive
2322379,2322379,finally comprehensive evaluation equal environment assumption twin studi £,positive
2322379,2322379,find scientist report chinese vine publication scientific report vineyard china,positive
2322379,2322379,fine paper genetic develop expertise esp read,positive
2322379,2322379,finland top pisa ranking win nobel priz born so,neutral
2322379,2322379,first evidence also tiniest marin microorganism eat plastic ocean plasticriot via daniel hansson,positive
2322379,2322379,first principle studi charge transport ppv polymer conformational deformation polymer physic,positive
2322379,2322379,float debri mediterranean sea marinedebri marinelitter,neutral
2322379,2322379,float debri mediterranean sea marinelitter,neutral
2335752,2335752,float debri mediterranean sea marinelitter,neutral
2335752,2335752,float debri mediterranean sea marinedebri marinelitter,neutral
2335752,2335752,florida marine sanctuari 8500 lost lobster trap 100 debri piec ghost fish noaa time to,neutral
2335752,2335752,fluid intelligence shar 60 variance work memory index  factor better,positive
2335752,2335752,forget net carb unles advis diabet pro say dont deduct fiber carb content,negative
2335752,2335752,found paper copper nanotub cunt short oh dear,negative
